Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2007","2007","millions","25349.891774","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2008","2008","millions","47102.417251","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2009","2009","millions","35633.939486","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2010","2010","millions","27417.076639","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2011","2011","millions","36190.456027","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2012","2012","millions","24195.766919","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2013","2013","millions","28199.421975","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2014","2014","millions","34582.096809","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2015","2015","millions","44064.101725","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","44480.571754","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","39903.840402","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","42156.193365","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","356","India","6110","Value US$","23082","Total FDI inflows","2019","2019","millions","50558.331002","X","Figure from international organizations","UNCTAD"
